invoiceno,stockcode,description,quantity,invoicedate,unitprice,customerid,country,totalcost
579146,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2011-11-28 13:14:00,4.95,16347.0,United Kingdom,4.95
556116,21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,6,2011-06-09 09:44:00,2.95,15214.0,United Kingdom,17.700000000000003
537222,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,2010-12-05 16:00:00,4.25,14404.0,United Kingdom,4.25
578155,20726,LUNCH BAG WOODLAND,1,2011-11-23 11:32:00,1.65,12748.0,United Kingdom,1.65
553165,90035C,"PEARL & SHELL 42""NECKL. IVORY",2,2011-05-13 16:12:00,10.75,13623.0,United Kingdom,21.5
580691,90214C,"LETTER ""C"" BLING KEY RING",12,2011-12-05 15:48:00,0.29,13790.0,United Kingdom,3.4799999999999995
578074,23263,SET OF 3 WOODEN HEART DECORATIONS,2,2011-11-22 16:06:00,1.25,17590.0,United Kingdom,2.5
562916,84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,2,2011-08-10 13:41:00,1.69,Unknown,United Kingdom,3.38
552724,22728,ALARM CLOCK BAKELIKE PINK,4,2011-05-11 10:29:00,3.75,13418.0,United Kingdom,15.0
581403,21930,JUMBO STORAGE BAG SKULLS,10,2011-12-08 13:46:00,2.08,13510.0,United Kingdom,20.8
575983,90094,NECKLACE+BRACELET SET FRUIT SALAD ,1,2011-11-13 13:45:00,2.55,13379.0,United Kingdom,2.55
581400,22844,VINTAGE CREAM DOG FOOD CONTAINER,3,2011-12-08 13:36:00,8.5,14056.0,United Kingdom,25.5
546554,35915B,BLUE KNITTED HEN ,6,2011-03-15 09:13:00,1.65,16037.0,United Kingdom,9.899999999999999
579430,23503,PLAYING CARDS KEEP CALM & CARRY ON,2,2011-11-29 13:06:00,1.25,12748.0,United Kingdom,2.5
541684,22151,PLACE SETTING WHITE HEART,25,2011-01-20 15:22:00,0.42,15498.0,United Kingdom,10.5
573149,84625A,PINK NEW BAROQUECANDLESTICK CANDLE,2,2011-10-27 19:56:00,0.85,16438.0,United Kingdom,1.7
581217,21934,SKULL SHOULDER BAG,14,2011-12-08 09:20:00,1.63,Unknown,United Kingdom,22.82
563018,16169E,WRAP 50'S  CHRISTMAS,25,2011-08-11 12:53:00,0.42,13427.0,United Kingdom,10.5
574873,22111,SCOTTIE DOG HOT WATER BOTTLE,5,2011-11-07 13:01:00,4.95,16362.0,United Kingdom,24.75
538678,21928,JUMBO BAG SCANDINAVIAN PAISLEY,1,2010-12-13 16:46:00,1.95,Unknown,United Kingdom,1.95
C559347,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-07-07 17:22:00,1.25,18072.0,United Kingdom,15.0
581237,23507,MINI PLAYING CARDS BUFFALO BILL ,1,2011-12-08 10:40:00,0.42,15443.0,United Kingdom,0.42
560080,82583,HOT BATHS METAL SIGN,96,2011-07-14 16:23:00,2.39,17450.0,United Kingdom,229.44
573362,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-10-30 13:06:00,3.75,12597.0,Spain,15.0
571824,23493,VINTAGE DOILY TRAVEL SEWING KIT,10,2011-10-19 11:49:00,1.95,12472.0,Germany,19.5
569488,23461,SWEETHEART BIRD HOUSE,3,2011-10-04 13:10:00,4.15,16440.0,United Kingdom,12.450000000000001
550835,22630,DOLLY GIRL LUNCH BOX,1,2011-04-21 10:52:00,1.95,15034.0,United Kingdom,1.95
538783,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,12,2010-12-14 11:38:00,0.85,14961.0,United Kingdom,10.2
550499,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-04-18 15:16:00,5.79,Unknown,United Kingdom,5.79
561314,22291,HANGING CHICK CREAM DECORATION,12,2011-07-26 12:36:00,1.45,16266.0,United Kingdom,17.4
577228,21733,RED HANGING HEART T-LIGHT HOLDER,6,2011-11-18 12:07:00,2.95,12391.0,Cyprus,17.700000000000003
551603,82600,NO SINGING METAL SIGN,4,2011-05-03 11:34:00,2.1,16745.0,United Kingdom,8.4
568539,22934,BAKING MOULD EASTER EGG WHITE CHOC,6,2011-09-27 14:07:00,2.95,13016.0,United Kingdom,17.700000000000003
572758,23241,TREASURE TIN GYMKHANA DESIGN,1,2011-10-25 18:39:00,4.13,Unknown,United Kingdom,4.13
551953,22671,FRENCH LAUNDRY SIGN BLUE METAL,12,2011-05-05 11:53:00,1.65,13448.0,United Kingdom,19.799999999999997
542662,22960,JAM MAKING SET WITH JARS,6,2011-01-31 12:10:00,4.25,18145.0,United Kingdom,25.5
542401,21329,DINOSAURS  WRITING SET ,1,2011-01-27 15:51:00,1.65,14541.0,United Kingdom,1.65
562106,21786,POLKADOT RAIN HAT ,1,2011-08-02 15:19:00,0.42,14076.0,United Kingdom,0.42
544659,84819,DANISH ROSE ROUND SEWING BOX,1,2011-02-22 13:20:00,4.25,18114.0,United Kingdom,4.25
569898,85150,LADIES & GENTLEMEN METAL SIGN,1,2011-10-06 16:08:00,4.96,Unknown,United Kingdom,4.96
570652,22733,3D TRADITIONAL CHRISTMAS STICKERS,36,2011-10-11 13:45:00,1.25,17863.0,United Kingdom,45.0
581498,84375,SET OF 20 KIDS COOKIE CUTTERS,3,2011-12-09 10:26:00,4.13,Unknown,United Kingdom,12.39
559807,21980,PACK OF 12 RED RETROSPOT TISSUES ,12,2011-07-12 14:48:00,0.29,17841.0,United Kingdom,3.4799999999999995
543054,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2011-02-03 10:39:00,0.85,13394.0,United Kingdom,10.2
578344,84569D,PACK 6 HEART/ICE-CREAM PATCHES,2,2011-11-24 09:21:00,2.46,Unknown,United Kingdom,4.92
543251,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-02-04 14:51:00,2.95,14194.0,United Kingdom,17.700000000000003
540396,15056N,EDWARDIAN PARASOL NATURAL,6,2011-01-06 18:33:00,5.95,14031.0,United Kingdom,35.7
576189,20981,12 PENCILS TALL TUBE WOODLAND,1,2011-11-14 11:33:00,0.85,14684.0,United Kingdom,0.85
579885,23093,SMALL PARISIENNE HEART PHOTO FRAME ,2,2011-11-30 17:37:00,2.49,15444.0,United Kingdom,4.98
581175,23172,REGENCY TEA PLATE PINK,48,2011-12-07 15:16:00,1.45,14646.0,Netherlands,69.6
581006,22112,CHOCOLATE HOT WATER BOTTLE,6,2011-12-07 08:45:00,4.95,14911.0,EIRE,29.700000000000003
543803,85017B,ENVELOPE 50 BLOSSOM IMAGES,2,2011-02-13 12:05:00,0.85,17126.0,United Kingdom,1.7
580367,23005,TRAVEL CARD WALLET I LOVE LONDON,5,2011-12-02 16:39:00,0.83,Unknown,United Kingdom,4.1499999999999995
566345,22705,WRAP GREEN PEARS ,25,2011-09-12 12:27:00,0.42,17685.0,United Kingdom,10.5
548361,23126,FELTCRAFT GIRL AMELIE KIT,4,2011-03-30 15:38:00,4.95,16092.0,United Kingdom,19.8
537362,21830,ASSORTED CREEPY CRAWLIES,24,2010-12-06 12:34:00,0.42,17596.0,United Kingdom,10.08
564436,23004,TRAVEL CARD WALLET PANTRY,1,2011-08-25 12:06:00,0.42,17841.0,United Kingdom,0.42
563830,21391,FRENCH LAVENDER SCENT HEART,24,2011-08-19 12:20:00,0.75,16638.0,United Kingdom,18.0
555979,22383,LUNCH BAG SUKI DESIGN ,2,2011-06-08 11:18:00,1.65,15039.0,United Kingdom,3.3
578374,21937,found,50,2011-11-24 11:21:00,0.0,Unknown,United Kingdom,0.0
542409,22262,FELT EGG COSY CHICKEN,7,2011-01-27 16:30:00,0.85,15311.0,United Kingdom,5.95
568156,84341B,SMALL PINK MAGIC CHRISTMAS TREE,36,2011-09-25 12:16:00,0.38,14367.0,United Kingdom,13.68
556813,22120,WELCOME  WOODEN BLOCK LETTERS,1,2011-06-14 17:28:00,19.96,Unknown,United Kingdom,19.96
546891,21458,2 PICTURE BOOK EGGS EASTER BUNNY,1,2011-03-17 18:18:00,2.46,Unknown,United Kingdom,2.46
548011,22662,LUNCH BAG DOLLY GIRL DESIGN,200,2011-03-29 11:14:00,1.45,14646.0,Netherlands,290.0
552643,20886,BOX OF 9 PEBBLE CANDLES,3,2011-05-10 13:24:00,1.95,16791.0,United Kingdom,5.85
560723,22694,WICKER STAR ,2,2011-07-20 13:53:00,2.1,16464.0,United Kingdom,4.2
540550,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,2011-01-10 09:11:00,2.55,12539.0,Spain,15.299999999999999
577768,22961,JAM MAKING SET PRINTED,4,2011-11-21 15:18:00,3.29,Unknown,United Kingdom,13.16
538811,20723,STRAWBERRY CHARLOTTE BAG,10,2010-12-14 12:22:00,0.85,13178.0,United Kingdom,8.5
566019,47559B,TEA TIME OVEN GLOVE,4,2011-09-08 12:44:00,1.25,17243.0,United Kingdom,5.0
568955,21136,PAINTED METAL PEARS ASSORTED,8,2011-09-29 15:40:00,1.69,13759.0,United Kingdom,13.52
538177,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1,2010-12-10 09:51:00,2.98,Unknown,United Kingdom,2.98
556792,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2011-06-14 13:52:00,0.42,17043.0,United Kingdom,5.04
549251,84596L,BISCUITS SMALL BOWL LIGHT BLUE,2,2011-04-07 12:16:00,0.42,14449.0,United Kingdom,0.84
566602,21394,RED POLKADOT BEAKER ,6,2011-09-13 16:05:00,1.63,Unknown,United Kingdom,9.78
574950,22893,MINI CAKE STAND T-LIGHT HOLDER,8,2011-11-08 09:29:00,0.83,Unknown,United Kingdom,6.64
537312,21870,I CAN ONLY PLEASE ONE PERSON MUG,72,2010-12-06 11:42:00,1.06,14189.0,United Kingdom,76.32000000000001
554280,22380,TOY TIDY SPACEBOY  ,5,2011-05-23 13:35:00,2.1,14817.0,United Kingdom,10.5
577217,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-11-18 11:53:00,25.0,17324.0,United Kingdom,25.0
537775,22203,MILK PAN RED RETROSPOT,4,2010-12-08 12:41:00,3.75,17722.0,United Kingdom,15.0
545302,84800S,SMALL WHITE/PINK ROSE ART FLOWER,2,2011-03-01 12:46:00,1.25,14506.0,United Kingdom,2.5
553182,21169,YOU'RE CONFUSING ME METAL SIGN ,3,2011-05-15 12:21:00,1.69,17107.0,United Kingdom,5.07
578153,23320,GIANT 50'S CHRISTMAS CRACKER,3,2011-11-23 11:22:00,2.89,12748.0,United Kingdom,8.67
564093,23270,SET OF 2 CERAMIC PAINTED HEARTS ,12,2011-08-23 10:29:00,1.45,14930.0,Channel Islands,17.4
541827,22798,ANTIQUE GLASS DRESSING TABLE POT,1,2011-01-21 17:05:00,5.79,Unknown,United Kingdom,5.79
576787,23581,JUMBO BAG PAISLEY PARK,10,2011-11-16 13:54:00,2.08,13815.0,Germany,20.8
578518,22312,OFFICE MUG WARMER POLKADOT,1,2011-11-24 13:54:00,2.95,14606.0,United Kingdom,2.95
548894,22378,WALL TIDY RETROSPOT ,2,2011-04-04 16:01:00,4.13,Unknown,United Kingdom,8.26
544467,22464,HANGING METAL HEART LANTERN,1,2011-02-20 15:51:00,1.65,14502.0,United Kingdom,1.65
549989,84988,SET OF 72 PINK HEART PAPER DOILIES,1,2011-04-13 16:58:00,1.45,13221.0,United Kingdom,1.45
541219,22471,TV DINNER TRAY AIR HOSTESS ,3,2011-01-14 14:06:00,4.13,Unknown,United Kingdom,12.39
574076,22161,HEART DECORATION RUSTIC HANGING ,4,2011-11-02 15:38:00,0.79,Unknown,United Kingdom,3.16
556115,21531,RED RETROSPOT SUGAR JAM BOWL,6,2011-06-09 09:39:00,2.55,15241.0,United Kingdom,15.299999999999999
573158,22835,HOT WATER BOTTLE I AM SO POORLY,8,2011-10-28 08:56:00,4.95,14738.0,United Kingdom,39.6
541615,22570,FELTCRAFT CUSHION RABBIT,3,2011-01-20 10:43:00,3.75,16395.0,United Kingdom,11.25
549543,22519,CHILDS GARDEN BRUSH PINK,2,2011-04-10 11:14:00,2.1,18118.0,United Kingdom,4.2
559652,21175,GIN + TONIC DIET METAL SIGN,12,2011-07-11 12:47:00,2.55,17164.0,United Kingdom,30.599999999999998
555406,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-06-02 19:50:00,1.69,17231.0,United Kingdom,27.04
555650,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,6,2011-06-06 13:48:00,2.95,14156.0,EIRE,17.700000000000003
579470,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2011-11-29 15:06:00,4.25,16549.0,United Kingdom,12.75
C576919,23239,SET OF 4 KNICK KNACK TINS POPPIES,6,2011-11-17 10:44:00,4.15,15529.0,United Kingdom,24.900000000000002
570167,22465,HANGING METAL STAR LANTERN,12,2011-10-07 14:04:00,1.65,15615.0,United Kingdom,19.799999999999997
568988,22819,"BIRTHDAY CARD, RETRO SPOT",12,2011-09-29 16:38:00,0.42,12718.0,France,5.04
575690,23661,MILK MAIDS MUG ,12,2011-11-10 16:20:00,1.65,14189.0,United Kingdom,19.799999999999997
577228,22804,PINK HANGING HEART T-LIGHT HOLDER,6,2011-11-18 12:07:00,2.95,12391.0,Cyprus,17.700000000000003
544098,22432,WATERING CAN PINK BUNNY,6,2011-02-16 10:04:00,1.95,16019.0,United Kingdom,11.7
559538,22989,SET 2 PANTRY DESIGN TEA TOWELS,2,2011-07-10 12:25:00,3.25,16880.0,United Kingdom,6.5
551986,47566,PARTY BUNTING,4,2011-05-05 14:41:00,4.95,13888.0,United Kingdom,19.8
542397,22934,BAKING MOULD EASTER EGG WHITE CHOC,48,2011-01-27 15:22:00,2.55,13328.0,United Kingdom,122.39999999999999
569521,21327,SKULLS WRITING SET ,2,2011-10-04 14:33:00,1.65,16474.0,United Kingdom,3.3
575477,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,1,2011-11-09 16:14:00,10.79,Unknown,United Kingdom,10.79
548197,22281,EASTER TREE YELLOW BIRDS,2,2011-03-29 15:53:00,5.95,13588.0,United Kingdom,11.9
547580,21756,BATH BUILDING BLOCK WORD,3,2011-03-24 10:48:00,5.95,13488.0,United Kingdom,17.85
546984,20725,LUNCH BAG RED RETROSPOT,1,2011-03-18 12:35:00,1.65,15019.0,United Kingdom,1.65
578072,23113,PANTRY CHOPPING BOARD,1,2011-11-22 16:02:00,4.95,17759.0,United Kingdom,4.95
575740,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,24,2011-11-11 09:25:00,0.29,18130.0,United Kingdom,6.959999999999999
558233,23049,RECYCLED ACAPULCO MAT RED,2,2011-06-27 14:36:00,8.25,18073.0,United Kingdom,16.5
552229,DOT,DOTCOM POSTAGE,1,2011-05-06 15:40:00,21.74,Unknown,United Kingdom,21.74
556916,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,2011-06-15 13:35:00,1.45,16898.0,United Kingdom,5.8
566195,16014,SMALL CHINESE STYLE SCISSOR,20,2011-09-09 13:44:00,0.42,12433.0,Norway,8.4
575610,23206,LUNCH BAG APPLE DESIGN,10,2011-11-10 12:45:00,1.65,16628.0,United Kingdom,16.5
567890,23381,PACK OF 12 VINTAGE LEAF TISSUES ,24,2011-09-22 15:40:00,0.39,14125.0,United Kingdom,9.36
541576,85040A,S/4 PINK FLOWER CANDLES IN BOWL,2,2011-01-19 13:32:00,1.65,17097.0,Spain,3.3
570887,22589,CARDHOLDER GINGHAM STAR,6,2011-10-13 10:25:00,2.89,17169.0,United Kingdom,17.34
540154,90198A,VINTAGE ROSE BEAD BRACELET RASPBERR,1,2011-01-05 11:30:00,4.24,Unknown,United Kingdom,4.24
578149,22619,SET OF 6 SOLDIER SKITTLES,2,2011-11-23 11:11:00,7.46,Unknown,United Kingdom,14.92
575117,21616,4 PEAR BOTANICAL DINNER CANDLES,1,2011-11-08 14:22:00,1.25,12748.0,United Kingdom,1.25
541809,20724,RED RETROSPOT CHARLOTTE BAG,34,2011-01-21 14:59:00,2.46,Unknown,United Kingdom,83.64
568792,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-09-29 09:53:00,2.95,18192.0,United Kingdom,17.700000000000003
542109,48187,DOORMAT NEW ENGLAND,2,2011-01-25 13:44:00,12.46,Unknown,United Kingdom,24.92
543124,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,2011-02-03 14:15:00,8.5,15311.0,United Kingdom,17.0
548259,21382,SET/4 SPRING FLOWER DECORATION,4,2011-03-30 11:12:00,2.95,14099.0,United Kingdom,11.8
548450,22028,PENNY FARTHING BIRTHDAY CARD,12,2011-03-31 11:20:00,0.42,15856.0,United Kingdom,5.04
552245,21793,CLASSIC FRENCH STYLE BASKET BROWN,1,2011-05-06 19:42:00,3.95,12748.0,United Kingdom,3.95
558475,22203,MILK PAN RED RETROSPOT,7,2011-06-29 15:58:00,3.29,Unknown,United Kingdom,23.03
565320,23204,CHARLOTTE BAG APPLES DESIGN,32,2011-09-02 13:10:00,0.85,16745.0,United Kingdom,27.2
560580,23298,SPOTTY BUNTING,30,2011-07-19 15:23:00,4.15,14088.0,United Kingdom,124.50000000000001
564483,22333,RETROSPOT PARTY BAG + STICKER SET,8,2011-08-25 13:46:00,1.65,14050.0,United Kingdom,13.2
C556677,23169,CLASSIC GLASS COOKIE JAR,2,2011-06-13 17:19:00,4.15,15643.0,United Kingdom,8.3
565470,22077,6 RIBBONS RUSTIC CHARM,12,2011-09-05 10:06:00,1.65,12576.0,Poland,19.799999999999997
539749,22734,No description,30,2010-12-21 15:33:00,0.0,Unknown,United Kingdom,0.0
569638,22469,HEART OF WICKER SMALL,12,2011-10-05 12:15:00,1.65,16140.0,United Kingdom,19.799999999999997
553199,21577,SAVE THE PLANET COTTON TOTE BAG,2,2011-05-15 15:13:00,2.25,17758.0,United Kingdom,4.5
574313,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2011-11-03 17:45:00,4.25,13267.0,United Kingdom,17.0
550470,21123,SET/10 IVORY POLKADOT PARTY CANDLES,1,2011-04-18 13:49:00,2.46,Unknown,United Kingdom,2.46
558570,23127,FELTCRAFT GIRL NICOLE KIT,2,2011-06-30 14:38:00,4.95,17673.0,United Kingdom,9.9
579427,22467,GUMBALL COAT RACK,4,2011-11-29 13:04:00,2.55,16479.0,United Kingdom,10.2
536819,22988,SOLDIERS EGG CUP ,12,2010-12-02 17:12:00,1.25,13402.0,United Kingdom,15.0
537789,21523,DOORMAT FANCY FONT HOME SWEET HOME,20,2010-12-08 12:49:00,6.75,14051.0,United Kingdom,135.0
C547675,22263,FELT EGG COSY LADYBIRD ,49,2011-03-24 14:07:00,0.66,17754.0,United Kingdom,32.34
566923,22470,HEART OF WICKER LARGE,2,2011-09-15 15:05:00,2.95,15511.0,United Kingdom,5.9
539463,22300,COFFEE MUG DOG + BALL DESIGN,12,2010-12-19 11:19:00,2.55,18077.0,United Kingdom,30.599999999999998
542541,22310,IVORY KNITTED MUG COSY ,4,2011-01-28 14:25:00,3.29,Unknown,United Kingdom,13.16
545182,17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,72,2011-02-28 14:48:00,0.29,14046.0,United Kingdom,20.88
571227,22317,FIVE CATS HANGING DECORATION,6,2011-10-14 13:54:00,2.95,12477.0,Germany,17.700000000000003
568782,23355,HOT WATER BOTTLE KEEP CALM,4,2011-09-29 08:53:00,4.95,13985.0,United Kingdom,19.8
551547,21212,PACK OF 72 RETROSPOT CAKE CASES,17,2011-05-03 09:44:00,2.08,Unknown,United Kingdom,35.36
565901,85099B,JUMBO BAG RED RETROSPOT,100,2011-09-07 15:34:00,1.79,13798.0,United Kingdom,179.0
581058,20839,FRENCH PAISLEY CUSHION COVER ,12,2011-12-07 11:06:00,0.85,15969.0,United Kingdom,10.2
581034,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-12-07 10:48:00,2.08,17049.0,United Kingdom,20.8
553053,21624,VINTAGE UNION JACK DOORSTOP,6,2011-05-13 10:20:00,5.95,12857.0,United Kingdom,35.7
562922,20728,LUNCH BAG CARS BLUE,20,2011-08-10 14:26:00,1.65,12594.0,Italy,33.0
580729,23469,CARD HOLDER LOVE BIRD SMALL,1,2011-12-05 17:24:00,8.29,Unknown,United Kingdom,8.29
542412,85206A,CREAM FELT EASTER EGG BASKET,1,2011-01-27 16:49:00,1.65,16725.0,United Kingdom,1.65
557938,20719,WOODLAND CHARLOTTE BAG,3,2011-06-23 15:35:00,1.63,Unknown,United Kingdom,4.89
576614,22945,CHRISTMAS METAL TAGS ASSORTED ,6,2011-11-15 16:38:00,0.85,12933.0,United Kingdom,5.1
567671,22386,JUMBO BAG PINK POLKADOT,1,2011-09-21 15:34:00,4.13,Unknown,United Kingdom,4.13
571559,23202,JUMBO BAG VINTAGE LEAF,10,2011-10-18 09:32:00,2.08,14911.0,EIRE,20.8
573151,23351,ROLL WRAP 50'S CHRISTMAS,12,2011-10-27 20:09:00,1.25,17602.0,United Kingdom,15.0
576688,22112,CHOCOLATE HOT WATER BOTTLE,3,2011-11-16 12:16:00,4.95,16717.0,United Kingdom,14.850000000000001
568719,22074,6 RIBBONS SHIMMERING PINKS ,1,2011-09-28 16:19:00,1.25,Unknown,United Kingdom,1.25
569319,23439,HAND WARMER RED LOVE HEART,12,2011-10-03 12:17:00,2.1,14290.0,United Kingdom,25.200000000000003
561650,22959,WRAP CHRISTMAS VILLAGE,25,2011-07-28 15:31:00,0.42,15329.0,United Kingdom,10.5
548703,22383,LUNCH BAG SUKI DESIGN ,2,2011-04-03 11:37:00,1.65,16010.0,United Kingdom,3.3
559836,85199L,LARGE HANGING IVORY & RED WOOD BIRD,12,2011-07-13 10:09:00,0.65,13911.0,United Kingdom,7.800000000000001
575059,20713,JUMBO BAG OWLS,1,2011-11-08 12:25:00,2.08,14071.0,United Kingdom,2.08
559055,20856,DENIM PATCH PURSE PINK BUTTERFLY,4,2011-07-05 17:09:00,1.63,Unknown,United Kingdom,6.52
549813,21710,FOLDING UMBRELLA PINKWHITE POLKADOT,1,2011-04-12 12:16:00,4.95,17972.0,United Kingdom,4.95
554083,21519,GIN & TONIC DIET GREETING CARD ,12,2011-05-22 11:51:00,0.42,18125.0,United Kingdom,5.04
550470,22861,EASTER TIN CHICKS IN GARDEN,1,2011-04-18 13:49:00,3.29,Unknown,United Kingdom,3.29
556813,23171,REGENCY TEA PLATE GREEN ,2,2011-06-14 17:28:00,3.29,Unknown,United Kingdom,6.58
538313,22727,ALARM CLOCK BAKELIKE RED ,2,2010-12-10 13:50:00,3.75,15514.0,United Kingdom,7.5
572567,21284,RETROSPOT CANDLE  SMALL,12,2011-10-25 10:27:00,1.69,12398.0,Switzerland,20.28
545333,21756,BATH BUILDING BLOCK WORD,1,2011-03-01 16:22:00,11.63,Unknown,United Kingdom,11.63
C580954,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,9,2011-12-06 14:19:00,3.75,12967.0,United Kingdom,33.75
554054,15058A,BLUE POLKADOT GARDEN PARASOL,6,2011-05-20 15:29:00,10.79,Unknown,United Kingdom,64.74
546732,84692,BOX OF 24 COCKTAIL PARASOLS,2,2011-03-16 11:41:00,0.42,14606.0,United Kingdom,0.84
540770,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2011-01-11 10:40:00,7.95,13468.0,United Kingdom,15.9
552277,21865,PINK UNION JACK  PASSPORT COVER ,6,2011-05-08 12:34:00,2.1,13642.0,United Kingdom,12.600000000000001
575751,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-11-11 10:32:00,2.08,14911.0,EIRE,20.8
547248,85194L,HANGING SPRING FLOWER EGG LARGE,2,2011-03-22 09:23:00,1.63,Unknown,United Kingdom,3.26
571676,35648,VINTAGE BEAD PINK PURSE ,2,2011-10-18 13:29:00,0.83,16910.0,United Kingdom,1.66
552655,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-05-10 14:22:00,2.95,14587.0,United Kingdom,5.9
562264,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,2,2011-08-03 16:14:00,2.46,Unknown,United Kingdom,4.92
570416,22798,ANTIQUE GLASS DRESSING TABLE POT,8,2011-10-10 13:30:00,2.95,15608.0,United Kingdom,23.6
567707,22037,ROBOT BIRTHDAY CARD,36,2011-09-22 09:52:00,0.42,14676.0,United Kingdom,15.12
580512,85099B,JUMBO BAG RED RETROSPOT,10,2011-12-04 13:55:00,2.08,12673.0,Germany,20.8
575698,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2011-11-10 16:51:00,1.45,16094.0,United Kingdom,17.4
C540393,85042,ANTIQUE LILY FAIRY LIGHTS,1,2011-01-06 18:08:00,4.95,17428.0,United Kingdom,4.95
562717,22197,POPCORN HOLDER,8,2011-08-08 15:42:00,1.63,Unknown,United Kingdom,13.04
570229,23503,PLAYING CARDS KEEP CALM & CARRY ON,1,2011-10-09 13:30:00,1.25,15756.0,United Kingdom,1.25
577768,22543,MINI JIGSAW BAKE A CAKE ,1,2011-11-21 15:18:00,0.83,Unknown,United Kingdom,0.83
556890,23209,LUNCH BAG DOILEY PATTERN ,10,2011-06-15 12:48:00,1.65,17581.0,United Kingdom,16.5
542542,22728,ALARM CLOCK BAKELIKE PINK,4,2011-01-28 14:37:00,3.75,12431.0,Australia,15.0
552813,23047,PAPER LANTERN 5 POINT STUDDED STAR,2,2011-05-11 12:44:00,5.75,15079.0,United Kingdom,11.5
577690,84991,60 TEATIME FAIRY CAKE CASES,1,2011-11-21 11:34:00,0.55,12856.0,United Kingdom,0.55
558904,84507B,STRIPES DESIGN MONKEY DOLL,1,2011-07-04 16:18:00,4.96,Unknown,United Kingdom,4.96
575739,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,1,2011-11-11 09:05:00,4.13,Unknown,United Kingdom,4.13
557742,21084,SET/6 COLLAGE PAPER CUPS,24,2011-06-22 11:46:00,0.19,14911.0,EIRE,4.5600000000000005
571850,23247,BISCUIT TIN 50'S CHRISTMAS,4,2011-10-19 12:54:00,2.89,14698.0,United Kingdom,11.56
573876,21704,BAG 250g SWIRLY MARBLES,2,2011-11-01 12:48:00,0.85,16360.0,United Kingdom,1.7
580730,22135,MINI LADLE LOVE HEART PINK,1,2011-12-05 17:28:00,0.83,Unknown,United Kingdom,0.83
550348,22584,PACK OF 6 PANNETONE GIFT BOXES,6,2011-04-18 09:38:00,2.55,16947.0,United Kingdom,15.299999999999999
538877,22077,6 RIBBONS RUSTIC CHARM,16,2010-12-14 15:29:00,4.21,Unknown,United Kingdom,67.36
542006,72741,GRAND CHOCOLATECANDLE,9,2011-01-25 11:20:00,1.45,15218.0,United Kingdom,13.049999999999999
565235,23297,SET 40 HEART SHAPE PETIT FOUR CASES,16,2011-09-02 09:43:00,1.65,13418.0,United Kingdom,26.4
566912,20829,GLITTER HANGING BUTTERFLY STRING,8,2011-09-15 14:05:00,2.1,14367.0,United Kingdom,16.8
573183,22998,TRAVEL CARD WALLET KEEP CALM,10,2011-10-28 11:33:00,0.42,15028.0,United Kingdom,4.2
576841,23252,VINTAGE RED ENAMEL TRIM JUG ,1,2011-11-16 15:26:00,3.75,17368.0,United Kingdom,3.75
557891,23129,HEART SHAPED HOLLY WREATH,4,2011-06-23 14:05:00,4.15,17652.0,United Kingdom,16.6
565927,22464,HANGING METAL HEART LANTERN,12,2011-09-08 10:08:00,1.65,Unknown,EIRE,19.799999999999997
558045,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-06-24 13:35:00,1.25,12615.0,France,15.0
576910,22212,FOUR HOOK  WHITE LOVEBIRDS,12,2011-11-17 09:51:00,2.1,12477.0,Germany,25.200000000000003
563920,21671,RED SPOT CERAMIC DRAWER KNOB,12,2011-08-21 14:00:00,1.25,16407.0,United Kingdom,15.0
